Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income
Male,Yes,2,Graduate,No,4400,0.0,127.0,360.0,0.0,Semiurban,0,4400.0
Male,Yes,2,Graduate,No,3153,1560.0,134.0,360.0,1.0,Urban,1,4713.0
Female,No,0,Graduate,No,5417,0.0,143.0,480.0,0.0,Urban,0,5417.0
Male,Yes,0,Graduate,No,2383,3334.0,172.0,360.0,1.0,Semiurban,1,5717.0
Male,Yes,3+,Graduate,No,4416,1250.0,110.0,360.0,1.0,Urban,1,5666.0
Male,Yes,1,Graduate,No,6875,0.0,200.0,360.0,1.0,Semiurban,1,6875.0
Female,Yes,1,Graduate,No,4666,0.0,135.0,360.0,1.0,Urban,1,4666.0
Female,No,0,Graduate,No,5000,2541.0,151.0,480.0,1.0,Rural,0,7541.0
Male,Yes,1,Graduate,No,2014,2925.0,113.0,360.0,1.0,Urban,0,4939.0
Male,Yes,0,Not Graduate,No,1800,2934.0,93.0,360.0,0.0,Urban,0,4734.0
Male,Yes,0,Not Graduate,No,2875,1750.0,105.0,360.0,1.0,Semiurban,1,4625.0
Female,No,0,Graduate,No,5000,0.0,132.0,360.0,1.0,Rural,1,5000.0
Male,Yes,1,Graduate,No,1625,1803.0,96.0,360.0,1.0,Urban,1,3428.0
Male,No,0,Graduate,No,4000,2500.0,140.0,360.0,1.0,Rural,1,6500.0
Male,No,0,Not Graduate,No,2000,0.0,128.0,360.0,1.0,Urban,0,2000.0
Female,No,0,Graduate,No,3762,1666.0,135.0,360.0,1.0,Rural,1,5428.0
Female,No,0,Graduate,No,2400,1863.0,104.0,360.0,0.0,Urban,0,4263.0
Male,No,0,Graduate,No,20233,0.0,480.0,360.0,1.0,Rural,0,20233.0
Male,Yes,2,Not Graduate,No,7667,0.0,185.0,360.0,1.0,Rural,1,7667.0
Female,No,0,Graduate,No,2917,0.0,84.0,360.0,1.0,Semiurban,1,2917.0
Male,No,0,Not Graduate,No,2927,2405.0,111.0,360.0,1.0,Semiurban,1,5332.0
Female,No,0,Graduate,No,2507,0.0,56.0,360.0,1.0,Rural,1,2507.0
Male,Yes,2,Graduate,Yes,5746,0.0,144.0,84.0,1.0,Rural,1,5746.0
Male,Yes,0,Graduate,No,2473,1843.0,159.0,360.0,1.0,Rural,0,4316.0
Male,Yes,1,Not Graduate,No,3399,1640.0,111.0,180.0,1.0,Urban,1,5039.0
Male,Yes,2,Graduate,No,3717,0.0,120.0,360.0,1.0,Semiurban,1,3717.0
Male,Yes,0,Graduate,No,2058,2134.0,88.0,360.0,1.0,Urban,1,4192.0
Female,No,1,Graduate,No,3541,0.0,112.0,360.0,1.0,Semiurban,1,3541.0
Male,Yes,1,Graduate,Yes,10000,0.0,155.0,360.0,1.0,Rural,0,10000.0
Male,Yes,0,Graduate,No,2400,2167.0,115.0,360.0,1.0,Semiurban,1,4567.0
Male,Yes,3+,Graduate,No,4342,189.0,124.0,360.0,1.0,Semiurban,1,4531.0
Male,Yes,2,Not Graduate,No,3601,1590.0,128.0,360.0,1.0,Rural,1,5191.0
Female,No,0,Graduate,No,3166,2985.0,132.0,360.0,1.0,Rural,1,6151.0
Male,Yes,3+,Graduate,No,15000,0.0,300.0,360.0,1.0,Rural,1,15000.0
Male,Yes,1,Graduate,Yes,8666,4983.0,376.0,360.0,0.0,Rural,0,13649.0
Male,No,0,Graduate,No,4917,0.0,130.0,360.0,0.0,Rural,1,4917.0
Male,Yes,0,Graduate,Yes,5818,2160.0,184.0,360.0,1.0,Semiurban,1,7978.0
Female,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,0,6784.0
Female,No,0,Graduate,No,2500,0.0,67.0,360.0,1.0,Urban,1,2500.0
Male,No,1,Graduate,No,4384,1793.0,117.0,360.0,1.0,Urban,1,6177.0
Male,No,0,Graduate,No,2935,0.0,98.0,360.0,1.0,Semiurban,1,2935.0
Male,No,0,Graduate,No,2833,0.0,71.0,360.0,1.0,Urban,1,2833.0
Male,Yes,0,Graduate,No,63337,0.0,490.0,180.0,1.0,Urban,1,63337.0
Male,Yes,1,Graduate,Yes,9833,1833.0,182.0,180.0,1.0,Urban,1,11666.0
Male,Yes,0,Graduate,Yes,5503,4490.0,70.0,360.0,1.0,Semiurban,1,9993.0
Male,Yes,1,Graduate,No,5250,688.0,160.0,360.0,1.0,Rural,1,5938.0
Male,Yes,2,Graduate,Yes,2500,4600.0,176.0,360.0,1.0,Rural,1,7100.0
Female,No,3+,Not Graduate,No,1830,0.0,128.0,360.0,0.0,Urban,0,1830.0
Female,No,0,Graduate,No,4160,0.0,71.0,360.0,1.0,Semiurban,1,4160.0
Male,Yes,3+,Not Graduate,No,2647,1587.0,173.0,360.0,1.0,Rural,0,4234.0
Female,No,0,Graduate,No,2378,0.0,46.0,360.0,1.0,Rural,0,2378.0
Male,Yes,1,Not Graduate,No,4554,1229.0,158.0,360.0,1.0,Urban,1,5783.0
Male,Yes,3+,Not Graduate,No,3173,0.0,74.0,360.0,1.0,Semiurban,1,3173.0
Male,Yes,2,Graduate,No,2583,2330.0,125.0,360.0,1.0,Rural,1,4913.0
Male,Yes,0,Graduate,No,2499,2458.0,160.0,360.0,1.0,Semiurban,1,4957.0
Male,Yes,0,Not Graduate,No,3523,3230.0,152.0,360.0,0.0,Rural,0,6753.0
Male,Yes,2,Not Graduate,No,3083,2168.0,126.0,360.0,1.0,Urban,1,5251.0
Male,Yes,0,Graduate,No,6333,4583.0,259.0,360.0,1.0,Semiurban,1,10916.0
Male,Yes,0,Graduate,No,2625,6250.0,187.0,360.0,1.0,Rural,1,8875.0
Male,Yes,0,Graduate,No,9083,0.0,228.0,360.0,1.0,Semiurban,1,9083.0
Male,No,0,Graduate,No,8750,4167.0,308.0,360.0,1.0,Rural,0,12917.0
Male,Yes,3+,Graduate,No,2666,2083.0,95.0,360.0,1.0,Rural,1,4749.0
Female,Yes,0,Graduate,Yes,5500,0.0,105.0,360.0,0.0,Rural,0,5500.0
Female,Yes,0,Graduate,No,2423,505.0,130.0,360.0,1.0,Semiurban,1,2928.0
Female,No,0,Graduate,No,3813,0.0,116.0,180.0,1.0,Urban,1,3813.0
Male,Yes,2,Graduate,No,8333,3167.0,165.0,360.0,1.0,Rural,1,11500.0
Male,Yes,1,Graduate,No,3875,0.0,67.0,360.0,1.0,Urban,0,3875.0
Male,Yes,0,Not Graduate,No,3000,1666.0,100.0,480.0,0.0,Urban,0,4666.0
Male,Yes,3+,Graduate,No,5167,3167.0,200.0,360.0,1.0,Semiurban,1,8334.0
Female,No,1,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban,0,4723.0
Male,Yes,2,Graduate,No,5000,3667.0,236.0,360.0,1.0,Semiurban,1,8667.0
Male,Yes,0,Graduate,No,4750,2333.0,130.0,360.0,1.0,Urban,1,7083.0
Male,Yes,0,Graduate,No,3013,3033.0,95.0,300.0,1.0,Urban,1,6046.0
Male,No,0,Graduate,Yes,6822,0.0,141.0,360.0,1.0,Rural,1,6822.0
Male,No,0,Not Graduate,No,6216,0.0,133.0,360.0,1.0,Rural,0,6216.0
Male,No,0,Graduate,No,2500,0.0,96.0,480.0,1.0,Semiurban,0,2500.0
Male,No,0,Graduate,No,5124,0.0,124.0,360.0,0.0,Rural,0,5124.0
Male,Yes,1,Graduate,No,6325,0.0,175.0,360.0,1.0,Semiurban,1,6325.0
Male,Yes,0,Graduate,No,19730,5266.0,570.0,360.0,1.0,Rural,0,24996.0
Female,No,0,Graduate,Yes,15759,0.0,55.0,360.0,1.0,Semiurban,1,15759.0
Male,Yes,2,Graduate,No,5185,0.0,155.0,360.0,1.0,Semiurban,1,5185.0
Male,Yes,2,Graduate,Yes,9323,7873.0,380.0,300.0,1.0,Rural,1,17196.0
Male,No,1,Graduate,No,3062,1987.0,111.0,180.0,0.0,Urban,0,5049.0
Female,No,0,Graduate,No,2764,1459.0,110.0,360.0,1.0,Urban,1,4223.0
Male,Yes,0,Graduate,No,4817,923.0,120.0,180.0,1.0,Urban,1,5740.0
Male,Yes,3+,Graduate,No,8750,4996.0,130.0,360.0,1.0,Rural,1,13746.0
Male,Yes,0,Graduate,No,4310,0.0,130.0,360.0,1.0,Semiurban,1,4310.0
Male,No,0,Graduate,No,3069,0.0,71.0,480.0,1.0,Urban,0,3069.0
Male,Yes,2,Graduate,No,5391,0.0,130.0,360.0,1.0,Urban,1,5391.0
Male,Yes,0,Graduate,No,3333,2500.0,128.0,360.0,1.0,Semiurban,1,5833.0
Male,No,0,Graduate,No,5941,4232.0,296.0,360.0,1.0,Semiurban,1,10173.0
Female,No,0,Graduate,No,6000,0.0,156.0,360.0,1.0,Urban,1,6000.0
Male,No,0,Graduate,Yes,7167,0.0,128.0,360.0,1.0,Urban,1,7167.0
Male,Yes,2,Graduate,No,4566,0.0,100.0,360.0,1.0,Urban,0,4566.0
Male,No,1,Graduate,No,3667,0.0,113.0,180.0,1.0,Urban,1,3667.0
Male,No,0,Not Graduate,No,2346,1600.0,132.0,360.0,1.0,Semiurban,1,3946.0
Male,Yes,0,Not Graduate,No,3010,3136.0,128.0,360.0,0.0,Urban,0,6146.0
Male,Yes,0,Graduate,No,2333,2417.0,136.0,360.0,1.0,Urban,1,4750.0
Male,Yes,0,Graduate,No,5488,0.0,125.0,360.0,1.0,Rural,1,5488.0
Male,No,3+,Graduate,No,9167,0.0,185.0,360.0,1.0,Rural,1,9167.0
Male,Yes,3+,Graduate,No,9504,0.0,275.0,360.0,1.0,Rural,1,9504.0
Male,Yes,0,Graduate,No,2583,2115.0,120.0,360.0,1.0,Urban,1,4698.0
Male,Yes,2,Not Graduate,No,1993,1625.0,113.0,180.0,1.0,Semiurban,1,3618.0
Male,Yes,2,Graduate,No,3100,1400.0,113.0,360.0,1.0,Urban,1,4500.0
Male,Yes,2,Graduate,No,3276,484.0,135.0,360.0,1.0,Semiurban,1,3760.0
Female,No,0,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban,0,3180.0
Male,Yes,0,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban,1,4492.0
Male,No,0,Not Graduate,No,3902,1666.0,109.0,360.0,1.0,Rural,1,5568.0
Female,No,0,Graduate,No,1500,1800.0,103.0,360.0,0.0,Semiurban,0,3300.0
Male,Yes,2,Not Graduate,No,2889,0.0,45.0,180.0,0.0,Urban,0,2889.0
Male,No,0,Not Graduate,No,2755,0.0,65.0,300.0,1.0,Rural,0,2755.0
Male,No,0,Graduate,No,2500,20000.0,103.0,360.0,1.0,Semiurban,1,22500.0
Female,No,0,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,1,1963.0
Female,No,0,Graduate,Yes,7441,0.0,194.0,360.0,1.0,Rural,0,7441.0
Female,No,0,Graduate,No,4547,0.0,115.0,360.0,1.0,Semiurban,1,4547.0
Male,Yes,0,Not Graduate,No,2167,2400.0,115.0,360.0,1.0,Urban,1,4567.0
Female,No,0,Not Graduate,No,2213,0.0,66.0,360.0,1.0,Rural,1,2213.0
Male,Yes,1,Graduate,No,8300,0.0,152.0,300.0,0.0,Semiurban,0,8300.0
Male,Yes,3+,Graduate,No,81000,0.0,360.0,360.0,0.0,Rural,0,81000.0
Female,No,1,Not Graduate,Yes,3867,0.0,62.0,360.0,1.0,Semiurban,0,3867.0
Male,Yes,0,Graduate,No,6256,0.0,160.0,360.0,1.0,Urban,1,6256.0
Male,Yes,0,Not Graduate,No,6096,0.0,218.0,360.0,0.0,Rural,0,6096.0
Male,Yes,0,Not Graduate,No,2253,2033.0,110.0,360.0,1.0,Rural,1,4286.0
Female,Yes,0,Not Graduate,No,2149,3237.0,178.0,360.0,0.0,Semiurban,0,5386.0
Female,No,0,Graduate,No,2995,0.0,60.0,360.0,1.0,Urban,1,2995.0
Female,No,1,Graduate,No,2600,0.0,160.0,360.0,1.0,Urban,0,2600.0
Male,Yes,2,Graduate,Yes,1600,20000.0,239.0,360.0,1.0,Urban,0,21600.0
Male,Yes,0,Graduate,No,1025,2773.0,112.0,360.0,1.0,Rural,1,3798.0
Male,Yes,0,Graduate,No,3246,1417.0,138.0,360.0,1.0,Semiurban,1,4663.0
Male,Yes,0,Graduate,No,5829,0.0,138.0,360.0,1.0,Rural,1,5829.0
Female,No,0,Not Graduate,No,2720,0.0,80.0,360.0,0.0,Urban,0,2720.0
Male,Yes,0,Graduate,No,1820,1719.0,100.0,360.0,1.0,Urban,1,3539.0
Male,Yes,1,Graduate,No,7250,1667.0,110.0,360.0,0.0,Urban,0,8917.0
Male,Yes,0,Graduate,No,14880,0.0,96.0,360.0,1.0,Semiurban,1,14880.0
Male,Yes,0,Graduate,No,2666,4300.0,121.0,360.0,1.0,Rural,1,6966.0
Female,No,1,Not Graduate,No,4606,0.0,81.0,360.0,1.0,Rural,0,4606.0
Male,Yes,2,Graduate,No,5935,0.0,133.0,360.0,1.0,Semiurban,1,5935.0
Male,Yes,0,Graduate,No,2920,16.12000084,87.0,360.0,1.0,Rural,1,2936.12000084
Male,No,0,Not Graduate,No,2717,0.0,60.0,180.0,1.0,Urban,1,2717.0
Female,No,1,Graduate,Yes,8624,0.0,150.0,360.0,1.0,Semiurban,1,8624.0
Male,No,0,Graduate,No,6500,0.0,105.0,360.0,0.0,Rural,0,6500.0
Male,No,0,Graduate,No,12876,0.0,405.0,360.0,1.0,Semiurban,1,12876.0
Male,Yes,0,Graduate,No,2425,2340.0,143.0,360.0,1.0,Semiurban,1,4765.0
Male,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,1,3750.0
Female,Yes,0,Graduate,No,10047,0.0,128.0,240.0,1.0,Semiurban,1,10047.0
Male,No,0,Graduate,No,1926,1851.0,50.0,360.0,1.0,Semiurban,1,3777.0
Male,Yes,0,Graduate,No,2213,1125.0,128.0,360.0,1.0,Urban,1,3338.0
Male,No,0,Graduate,Yes,10416,0.0,187.0,360.0,0.0,Urban,0,10416.0
Female,Yes,0,Not Graduate,Yes,7142,0.0,138.0,360.0,1.0,Rural,1,7142.0
Male,No,0,Graduate,No,3660,5064.0,187.0,360.0,1.0,Semiurban,1,8724.0
Male,Yes,0,Graduate,No,7901,1833.0,180.0,360.0,1.0,Rural,1,9734.0
Male,No,3+,Not Graduate,No,4707,1993.0,148.0,360.0,1.0,Semiurban,1,6700.0
Male,No,1,Graduate,No,37719,0.0,152.0,360.0,1.0,Semiurban,1,37719.0
Male,Yes,0,Graduate,No,7333,8333.0,175.0,300.0,1.0,Rural,1,15666.0
Male,Yes,1,Graduate,Yes,3466,1210.0,130.0,360.0,1.0,Rural,1,4676.0
Male,Yes,2,Not Graduate,No,4652,0.0,110.0,360.0,1.0,Rural,1,4652.0
Male,Yes,0,Graduate,No,3539,1376.0,55.0,360.0,1.0,Rural,0,4915.0
Male,Yes,2,Graduate,No,3340,1710.0,150.0,360.0,0.0,Rural,0,5050.0
Male,No,1,Not Graduate,Yes,2769,1542.0,190.0,360.0,1.0,Semiurban,0,4311.0
Male,Yes,2,Not Graduate,No,2309,1255.0,125.0,360.0,0.0,Rural,0,3564.0
Male,Yes,2,Not Graduate,No,1958,1456.0,60.0,300.0,1.0,Urban,1,3414.0
Male,Yes,0,Graduate,No,3948,1733.0,149.0,360.0,0.0,Rural,0,5681.0
Male,Yes,0,Graduate,No,2483,2466.0,90.0,180.0,0.0,Rural,1,4949.0
Male,No,0,Graduate,Yes,7085,0.0,84.0,360.0,1.0,Semiurban,1,7085.0
Male,Yes,2,Graduate,No,3859,0.0,96.0,360.0,1.0,Semiurban,1,3859.0
Male,Yes,0,Graduate,No,4301,0.0,118.0,360.0,1.0,Urban,1,4301.0
Male,Yes,0,Graduate,No,3708,2569.0,173.0,360.0,1.0,Urban,0,6277.0
Male,No,2,Graduate,No,4354,0.0,136.0,360.0,1.0,Rural,1,4354.0
Male,Yes,0,Graduate,No,8334,0.0,160.0,360.0,1.0,Semiurban,0,8334.0
Male,Yes,0,Graduate,Yes,2083,4083.0,160.0,360.0,1.0,Semiurban,1,6166.0
Male,Yes,3+,Graduate,No,7740,0.0,128.0,180.0,1.0,Urban,1,7740.0
Male,Yes,0,Graduate,No,3015,2188.0,153.0,360.0,1.0,Rural,1,5203.0
Female,No,1,Not Graduate,No,5191,0.0,132.0,360.0,1.0,Semiurban,1,5191.0
Male,No,0,Graduate,No,4166,0.0,98.0,360.0,0.0,Semiurban,0,4166.0
Male,No,0,Graduate,No,6000,0.0,140.0,360.0,1.0,Rural,1,6000.0
Male,Yes,3+,Not Graduate,No,2947,1664.0,70.0,180.0,0.0,Urban,0,4611.0
Male,Yes,0,Graduate,No,16692,0.0,110.0,360.0,1.0,Semiurban,1,16692.0
Female,Yes,2,Not Graduate,No,210,2917.0,98.0,360.0,1.0,Semiurban,1,3127.0
Male,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,0,6784.0
Male,Yes,1,Graduate,Yes,3450,2079.0,162.0,360.0,1.0,Semiurban,1,5529.0
Male,Yes,1,Not Graduate,No,2653,1500.0,113.0,180.0,0.0,Rural,0,4153.0
Male,Yes,3+,Graduate,No,4691,0.0,100.0,360.0,1.0,Semiurban,1,4691.0
Female,No,0,Graduate,Yes,2500,0.0,93.0,360.0,1.0,Urban,1,2500.0
Male,No,2,Graduate,No,5532,4648.0,162.0,360.0,1.0,Rural,1,10180.0
Male,Yes,2,Graduate,Yes,16525,1014.0,150.0,360.0,1.0,Rural,1,17539.0
Male,Yes,2,Graduate,No,6700,1750.0,230.0,300.0,1.0,Semiurban,1,8450.0
Male,Yes,2,Graduate,No,2873,1872.0,132.0,360.0,0.0,Semiurban,0,4745.0
Male,Yes,1,Graduate,Yes,16667,2250.0,86.0,360.0,1.0,Semiurban,1,18917.0
Male,Yes,2,Graduate,No,2947,1603.0,128.0,360.0,1.0,Urban,0,4550.0
Female,No,0,Not Graduate,No,4350,0.0,154.0,360.0,1.0,Rural,1,4350.0
Male,Yes,3+,Not Graduate,No,3095,0.0,113.0,360.0,1.0,Rural,1,3095.0
Male,Yes,0,Graduate,No,2083,3150.0,128.0,360.0,1.0,Semiurban,1,5233.0
Male,Yes,0,Graduate,No,10833,0.0,234.0,360.0,1.0,Semiurban,1,10833.0
Male,Yes,2,Graduate,No,8333,0.0,246.0,360.0,1.0,Semiurban,1,8333.0
Male,Yes,1,Not Graduate,No,1958,2436.0,131.0,360.0,1.0,Rural,1,4394.0
Male,No,2,Graduate,No,3547,0.0,80.0,360.0,0.0,Rural,0,3547.0
Male,Yes,1,Graduate,No,18333,0.0,500.0,360.0,1.0,Urban,0,18333.0
Male,Yes,2,Graduate,Yes,4583,2083.0,160.0,360.0,1.0,Semiurban,1,6666.0
Male,No,0,Graduate,No,2435,0.0,75.0,360.0,1.0,Urban,0,2435.0
Male,No,0,Not Graduate,No,2699,2785.0,96.0,360.0,1.0,Semiurban,1,5484.0
Male,Yes,1,Not Graduate,No,5333,1131.0,186.0,360.0,1.0,Urban,1,6464.0
Male,No,0,Not Graduate,No,3691,0.0,110.0,360.0,1.0,Rural,1,3691.0
Female,No,0,Not Graduate,Yes,17263,0.0,225.0,360.0,1.0,Semiurban,1,17263.0
Male,Yes,0,Graduate,No,3597,2157.0,119.0,360.0,0.0,Rural,0,5754.0
Female,Yes,1,Graduate,No,3326,913.0,105.0,84.0,1.0,Semiurban,1,4239.0
Male,Yes,0,Not Graduate,No,2600,1700.0,107.0,360.0,1.0,Rural,1,4300.0
Male,Yes,0,Graduate,No,4625,2857.0,111.0,12.0,1.0,Urban,1,7482.0
Male,Yes,1,Graduate,Yes,2895,0.0,95.0,360.0,1.0,Semiurban,1,2895.0
Male,No,0,Graduate,No,6283,4416.0,209.0,360.0,0.0,Rural,0,10699.0
Female,No,0,Graduate,No,645,3683.0,113.0,480.0,1.0,Rural,1,4328.0
Female,No,0,Graduate,No,3159,0.0,100.0,360.0,1.0,Semiurban,1,3159.0
Male,Yes,2,Graduate,No,4865,5624.0,208.0,360.0,1.0,Semiurban,1,10489.0
Male,Yes,1,Not Graduate,No,4050,5302.0,138.0,360.0,1.0,Rural,0,9352.0
Male,Yes,0,Not Graduate,No,3814,1483.0,124.0,300.0,1.0,Semiurban,1,5297.0
Male,Yes,2,Graduate,No,3510,4416.0,243.0,360.0,1.0,Rural,1,7926.0
Male,Yes,0,Graduate,No,20833,6667.0,480.0,360.0,1.0,Urban,1,27500.0
Male,No,0,Graduate,No,3583,0.0,96.0,360.0,1.0,Urban,0,3583.0
Male,Yes,0,Graduate,Yes,2479,3013.0,188.0,360.0,1.0,Urban,1,5492.0
Female,No,1,Graduate,No,13262,0.0,40.0,360.0,1.0,Urban,1,13262.0
Male,No,0,Not Graduate,No,3598,1287.0,100.0,360.0,1.0,Rural,0,4885.0
Male,Yes,1,Graduate,No,6065,2004.0,250.0,360.0,1.0,Semiurban,1,8069.0
Male,Yes,2,Graduate,No,3283,2035.0,148.0,360.0,1.0,Urban,1,5318.0
Male,Yes,0,Graduate,No,2130,6666.0,70.0,180.0,1.0,Semiurban,0,8796.0
Male,No,0,Graduate,No,5815,3666.0,311.0,360.0,1.0,Rural,0,9481.0
Male,Yes,3+,Graduate,No,3466,3428.0,150.0,360.0,1.0,Rural,1,6894.0
Female,Yes,2,Graduate,No,2031,1632.0,113.0,480.0,1.0,Semiurban,1,3663.0
Male,Yes,0,Not Graduate,No,3074,1800.0,123.0,360.0,0.0,Semiurban,0,4874.0
Male,No,0,Graduate,No,4683,1915.0,185.0,360.0,1.0,Semiurban,0,6598.0
Female,No,0,Not Graduate,No,3400,0.0,95.0,360.0,1.0,Rural,0,3400.0
Male,Yes,2,Not Graduate,No,2192,1742.0,45.0,360.0,1.0,Semiurban,1,3934.0
Male,No,0,Graduate,No,2500,0.0,55.0,360.0,1.0,Semiurban,1,2500.0
Male,Yes,3+,Graduate,Yes,5677,1424.0,100.0,360.0,1.0,Rural,1,7101.0
Male,Yes,2,Graduate,Yes,7948,7166.0,480.0,360.0,1.0,Rural,1,15114.0
Male,No,0,Graduate,No,4680,2087.0,128.0,360.0,1.0,Semiurban,0,6767.0
Male,Yes,2,Graduate,Yes,17500,0.0,400.0,360.0,1.0,Rural,1,17500.0
Male,Yes,0,Graduate,No,3775,0.0,110.0,360.0,1.0,Semiurban,1,3775.0
Male,Yes,1,Not Graduate,No,5285,1430.0,161.0,360.0,0.0,Semiurban,1,6715.0
Male,No,1,Not Graduate,No,2679,1302.0,94.0,360.0,1.0,Semiurban,1,3981.0
Male,No,0,Not Graduate,No,6783,0.0,130.0,360.0,1.0,Semiurban,1,6783.0
Male,Yes,0,Graduate,No,1025,5500.0,216.0,360.0,1.0,Rural,1,6525.0
Male,Yes,3+,Graduate,No,4281,0.0,100.0,360.0,1.0,Urban,1,4281.0
Male,No,2,Graduate,No,3588,0.0,110.0,360.0,0.0,Rural,0,3588.0
Male,No,1,Graduate,No,11250,0.0,196.0,360.0,1.0,Semiurban,0,11250.0
Female,No,0,Not Graduate,Yes,18165,0.0,125.0,360.0,1.0,Urban,1,18165.0
Male,No,0,Not Graduate,No,2550,2042.0,126.0,360.0,1.0,Rural,1,4592.0
Male,Yes,0,Graduate,No,6133,3906.0,324.0,360.0,1.0,Urban,1,10039.0
Male,No,2,Graduate,No,3617,0.0,107.0,360.0,1.0,Semiurban,1,3617.0
Male,Yes,0,Not Graduate,No,2917,536.0,66.0,360.0,1.0,Rural,0,3453.0
Male,Yes,3+,Graduate,No,6417,0.0,157.0,180.0,1.0,Rural,1,6417.0
Female,Yes,1,Graduate,No,4608,2845.0,140.0,180.0,1.0,Semiurban,1,7453.0
Female,No,0,Graduate,No,2138,0.0,99.0,360.0,0.0,Semiurban,0,2138.0
Female,No,1,Graduate,No,3652,0.0,95.0,360.0,1.0,Semiurban,1,3652.0
Male,Yes,1,Not Graduate,No,2239,2524.0,128.0,360.0,1.0,Urban,1,4763.0
Female,Yes,0,Not Graduate,No,3017,663.0,102.0,360.0,1.0,Semiurban,1,3680.0
Male,Yes,0,Graduate,No,2768,1950.0,155.0,360.0,1.0,Rural,1,4718.0
Male,No,0,Not Graduate,No,3358,0.0,80.0,36.0,1.0,Semiurban,0,3358.0
Male,No,0,Graduate,No,2526,1783.0,145.0,360.0,1.0,Rural,1,4309.0
Female,No,0,Graduate,No,5000,0.0,103.0,360.0,0.0,Semiurban,0,5000.0
Male,Yes,0,Graduate,No,2785,2016.0,110.0,360.0,1.0,Rural,1,4801.0
Male,Yes,2,Graduate,Yes,6633,0.0,128.0,360.0,0.0,Rural,0,6633.0
Male,Yes,1,Not Graduate,No,2492,2375.0,128.0,360.0,1.0,Rural,1,4867.0
Male,Yes,1,Graduate,No,3333,3250.0,158.0,360.0,1.0,Urban,1,6583.0
Male,Yes,0,Not Graduate,No,2454,2333.0,181.0,360.0,0.0,Urban,0,4787.0
Male,Yes,0,Graduate,No,3593,4266.0,132.0,180.0,0.0,Rural,0,7859.0
Male,Yes,1,Graduate,No,5468,1032.0,26.0,360.0,1.0,Semiurban,1,6500.0
Female,No,0,Graduate,No,2667,1625.0,84.0,360.0,1.0,Urban,1,4292.0
Male,Yes,3+,Graduate,Yes,10139,0.0,260.0,360.0,1.0,Semiurban,1,10139.0
Male,Yes,0,Graduate,No,3887,2669.0,162.0,360.0,1.0,Semiurban,1,6556.0
Female,Yes,0,Graduate,No,4180,2306.0,182.0,360.0,1.0,Semiurban,1,6486.0
Male,Yes,2,Not Graduate,No,3675,242.0,108.0,360.0,1.0,Semiurban,1,3917.0
Female,Yes,1,Graduate,Yes,19484,0.0,600.0,360.0,1.0,Semiurban,1,19484.0
Male,Yes,0,Graduate,No,5923,2054.0,211.0,360.0,1.0,Rural,1,7977.0
Male,No,0,Not Graduate,Yes,5800,0.0,132.0,360.0,1.0,Semiurban,1,5800.0
Male,Yes,2,Graduate,No,8799,0.0,258.0,360.0,0.0,Urban,0,8799.0
Male,Yes,0,Not Graduate,No,4467,0.0,120.0,360.0,1.0,Rural,1,4467.0
Male,No,0,Graduate,No,3333,0.0,70.0,360.0,1.0,Urban,1,3333.0
Male,Yes,3+,Graduate,No,3400,2500.0,123.0,360.0,0.0,Rural,0,5900.0
Female,No,0,Graduate,No,2378,0.0,9.0,360.0,1.0,Urban,0,2378.0
Male,Yes,0,Graduate,No,3166,2064.0,104.0,360.0,0.0,Urban,0,5230.0
Male,Yes,1,Graduate,No,3417,1750.0,186.0,360.0,1.0,Urban,1,5167.0
Male,Yes,0,Graduate,No,5116,1451.0,165.0,360.0,0.0,Urban,0,6567.0
Male,Yes,2,Graduate,No,16666,0.0,275.0,360.0,1.0,Urban,1,16666.0
Male,Yes,2,Not Graduate,No,6125,1625.0,187.0,480.0,1.0,Semiurban,0,7750.0
Male,Yes,3+,Graduate,No,6406,0.0,150.0,360.0,1.0,Semiurban,0,6406.0
Male,Yes,2,Graduate,No,3159,461.0,108.0,84.0,1.0,Urban,1,3620.0
Male,Yes,0,Graduate,No,3087,2210.0,136.0,360.0,0.0,Semiurban,0,5297.0
Male,No,0,Graduate,No,3229,2739.0,110.0,360.0,1.0,Urban,1,5968.0
Male,Yes,1,Graduate,No,1782,2232.0,107.0,360.0,1.0,Rural,1,4014.0
Male,No,0,Graduate,No,3182,2917.0,161.0,360.0,1.0,Urban,1,6099.0
Male,Yes,2,Graduate,No,6540,0.0,205.0,360.0,1.0,Semiurban,1,6540.0
Male,No,0,Graduate,No,1836,33837.0,90.0,360.0,1.0,Urban,0,35673.0
Female,Yes,0,Graduate,No,3166,0.0,36.0,360.0,1.0,Semiurban,1,3166.0
Male,Yes,1,Graduate,No,1880,0.0,61.0,360.0,1.0,Rural,0,1880.0
